Course,Professor,GPA,% of A's,% of B's,% of C's,% of D's,% of F's,N
,MANUEL D,3.98,97.9166666667%,2.08333333333%,0.0%,0.0%,0.0%,3
,PILANT M,3.96,96.4125%,3.5875%,0.0%,0.0%,0.0%,4
,,,,,,,
NRSC-277,,,,,,,
,KO G,3.47,63.16%,26.32%,5.26%,5.26%,0.0%,1
,,,,,,,
NRSC-311,,,,,,,
,BOURGEOIS A,3.43,52.7925%,40.88%,5.76%,0.5675%,0.0%,4
,NAGAYA N,3.37,49.61%,40.22%,8.165%,2.0%,0.0%,2
,,,,,,,
NRSC-320,,,,,,,
,NICHOLS J,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,SCHUMACHER J,3.55,56.665%,41.665%,1.665%,0.0%,0.0%,2
,YAMAUCHI T,3.54,63.632%,27.808%,7.23%,1.334%,0.0%,5
,,,,,,,
NRSC-333,,,,,,,
,EITAN S,3.64,71.64%,20.322%,8.038%,0.0%,0.0%,5
,,,,,,,
NRSC-335,,,,,,,
,EITAN S,3.49,56.0433333333%,36.46%,7.5%,0.0%,0.0%,3
,NAGAYA N,3.2,39.23%,45.385%,11.54%,3.845%,0.0%,2
,PACKARD M,3.43,53.8966666667%,36.5866666667%,8.59333333333%,0.926666666667%,0.0%,3
,RODRIGUEZ J,3.1,33.33%,42.86%,23.81%,0.0%,0.0%,1
,,,,,,,
NRSC-336,,,,,,,
,MAREN S,3.73,78.265%,16.11%,5.625%,0.0%,0.0%,4
,,,,,,,
NRSC-340,,,,,,,
,CLIFFORD P,3.49,60.905%,28.455%,9.575%,1.065%,0.0%,2
,GRAU J,3.24,49.418%,28.39%,19.088%,3.104%,0.0%,5
,,,,,,,
NRSC-360,,,,,,,
,DAWSON M,2.63,25.0%,25.0%,37.5%,12.5%,0.0%,1
,MEAGHER M,3.46,56.3033333333%,34.7766666667%,7.685%,1.235%,0.0%,6
,,,,,,,
NRSC-407,,,,,,,
,KLEMM W,3.0,50.0%,33.33%,0.0%,0.0%,16.67%,1
,,,,,,,
NRSC-434,,,,,,,
,HARLOW M,2.95,29.4433333333%,43.98%,18.7033333333%,7.87%,0.0%,3
,SMOTHERMAN M,3.46,54.78%,36.03%,9.19%,0.0%,0.0%,2
,,,,,,,
NRSC-450,,,,,,,
,KO G,3.0,40.0%,20.0%,40.0%,0.0%,0.0%,1
,,,,,,,
NRSC-485,,,,,,,
,EITAN S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MEAGHER M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,6
,SCHAPIRO M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-489,,,,,,,
,KLEMM W,3.12,35.29%,47.06%,11.76%,5.88%,0.0%,1
,,,,,,,
NRSC-601,,,,,,,
,LINTS T,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,THOMPSON W,3.63,62.5%,37.5%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-602,,,,,,,
,LINTS T,3.83,82.64%,17.36%,0.0%,0.0%,0.0%,2
,THOMPSON W,3.85,85.0%,15.0%,0.0%,0.0%,0.0%,2
,,,,,,,
NRSC-603,,,,,,,
,FRANK-CANNON T,3.4,40.0%,60.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-606,,,,,,,
,GRAU J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-633,,,,,,,
,WINZER-SERHAN U,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-634,,,,,,,
,ZORAN M,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-649,,,,,,,
,MAREN S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-685,,,,,,,
,SMOTHERMAN M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,,,,,,,
PHYS-101,,,,,,,
,AGNOLET G,3.69,84.02%,8.02%,5.345%,2.605%,0.0%,2
,BARUN K,3.4,73.56%,6.9%,9.2%,6.9%,3.45%,1
,,,,,,,
PHYS-102,,,,,,,
,AGNOLET G,3.52,72.825%,16.29%,6.575%,3.245%,1.065%,2
,BELYANIN A,3.69,79.59%,14.29%,4.08%,0.0%,2.04%,1
,WELCH G,3.59,77.78%,12.35%,4.94%,1.23%,3.7%,1
,,,,,,,
PHYS-109,,,,,,,
,TOBACK D,3.4,59.0185714286%,30.5471428571%,5.36428571429%,0.0%,5.06857142857%,7
,,,,,,,
PHYS-119,,,,,,,
,COLLETTI K,3.0,37.5%,50.0%,0.0%,0.0%,12.5%,1
,UPADHYAYULA S,3.69,70.59%,26.47%,2.94%,0.0%,0.0%,2
,ZHAO X,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-201,,,,,,,
,ALLEN R,2.7,24.12%,32.09%,37.56%,2.575%,3.65%,2
,ATCHISON J,2.94,38.98%,23.73%,30.51%,6.78%,0.0%,1
,FORD L,2.86,36.3566666667%,25.1833333333%,29.5766666667%,5.91%,2.97333333333%,3
,GERITY J,1.82,5.56%,25.0%,31.94%,23.61%,13.89%,1
,JIMENEZ M,3.43,57.97%,27.54%,14.49%,0.0%,0.0%,1
,KAMON T,2.63,30.34%,24.82%,27.9333333333%,11.4066666667%,5.5%,3
,KELLAMS J,2.76,15.56%,51.11%,27.78%,4.44%,1.11%,1
,KO C,2.6,21.88%,35.94%,29.69%,6.25%,6.25%,1
,LYUKSYUTOV I,2.34,14.24%,21.85%,49.71%,12.17%,2.03%,2
,MCINTYRE P,2.59,22.32%,35.095%,25.925%,8.83%,7.83%,2
,MELCONIAN D,2.17,14.43%,27.84%,31.96%,15.46%,10.31%,1
,RAPP R,2.69,22.3166666667%,36.9466666667%,30.3066666667%,8.24333333333%,2.18666666667%,3
,READING J,3.01,39.55%,32.77%,18.64%,3.95%,5.08%,1
,SASLOW W,2.51,22.215%,33.14%,29.315%,7.29%,8.04%,2
,SCHUESSLER H,2.66,28.7%,33.91%,19.13%,11.3%,6.96%,1
,TEIZER W,2.3,10.3%,36.235%,34.775%,10.98%,7.7%,2
,WEIMER M,2.68,24.19%,25.81%,43.55%,6.45%,0.0%,1
,,,,,,,
PHYS-202,,,,,,,
,ADAIR T,2.47,21.43%,25.0%,35.71%,16.07%,1.79%,1
,BECKER M,2.82,31.03%,20.69%,48.28%,0.0%,0.0%,1
,CHIN S,2.86,22.875%,45.59%,27.775%,1.635%,2.125%,2
,CHRISTIAN G,2.66,26.13%,27.93%,35.14%,6.31%,4.5%,1
,CLARK S,2.65,23.4%,40.43%,19.15%,14.89%,2.13%,1
,FIGUEROA E,2.28,15.56%,24.44%,40.0%,13.33%,6.67%,1
,FINKELSTEIN A,2.59,24.92%,24.13%,40.37%,5.63%,4.95%,2
,FORD L,3.0,40.8525%,25.36%,28.6025%,3.55%,1.6325%,4
,KELLAMS J,2.98,27.27%,52.73%,16.36%,3.64%,0.0%,1
,LYUKSYUTOV I,2.54,21.1533333333%,23.84%,47.5133333333%,4.62666666667%,2.87333333333%,3
,NAGARAJ B,2.76,14.71%,55.88%,20.59%,5.88%,2.94%,1
,SASLOW W,2.42,20.99%,27.16%,29.63%,14.81%,7.41%,1
,,,,,,,
PHYS-205,,,,,,,
,MCINTYRE P,3.34,39.4375%,54.5875%,5.975%,0.0%,0.0%,4
,,,,,,,
PHYS-208,,,,,,,
,BAKER W,2.18,21.43%,16.67%,29.76%,16.67%,15.48%,1
,BARUN K,2.57,24.0525%,33.66%,22.2125%,15.7175%,4.3575%,4
,BASSICHIS W,2.17,22.4225%,21.1875%,25.3625%,12.7575%,18.2675%,4
,BECKER M,2.43,8.33%,50.0%,25.0%,11.9%,4.76%,1
,CHIN S,2.21,12.5%,35.42%,20.83%,23.96%,7.29%,1
,ENE E,2.3,14.585%,29.465%,34.3%,15.445%,6.205%,2
,ERUKHIMOVA T,2.85,39.8925%,26.4475%,18.8875%,8.085%,6.6875%,4
,HARDY J,2.37,22.16%,26.54%,29.37%,9.125%,12.805%,4
,KOCHAROVSKAYA O,2.34,13.68%,28.1333333333%,41.52%,12.3766666667%,4.29%,3
,LYUKSYUTOV I,2.77,34.0%,28.0%,20.0%,12.0%,6.0%,1
,MIODUSZEWSKI S,2.58,23.17%,33.75%,27.005%,10.29%,5.795%,2
,NANOPOULOS D,2.1,16.675%,24.01%,27.055%,18.715%,13.545%,2
,RODRIGUES D,2.5,33.33%,25.0%,16.67%,8.33%,16.67%,1
,ROGACHEV G,2.44,25.585%,24.67%,25.71%,14.93%,9.105%,2
,SASLOW W,2.41,16.67%,28.13%,40.63%,8.33%,6.25%,1
,SCHROEDER B,2.87,38.89%,25.56%,23.33%,6.67%,5.56%,1
,UPADHYAYULA S,2.88,20.0%,55.29%,21.18%,0.0%,3.53%,1
,YOUNGBLOOD D,2.14,13.91%,28.7%,29.57%,13.04%,14.78%,1
,,,,,,,
PHYS-218,,,,,,,
,AKIMOV A,2.28,13.11%,31.15%,36.07%,16.39%,3.28%,1
,BARUN K,2.77,30.015%,32.39%,25.945%,7.975%,3.67%,2
,BASSICHIS W,2.16,20.6466666667%,21.4966666667%,27.6233333333%,14.7833333333%,15.45%,3
,DIERKER S,2.21,16.42%,17.16%,43.28%,17.91%,5.22%,1
,ENE E,2.35,16.105%,29.665%,33.725%,14.825%,5.68%,2
,ERUKHIMOVA T,2.54,26.5933333333%,29.2366666667%,24.0633333333%,10.9966666667%,9.11333333333%,3
,EUSEBI R,2.37,15.8983333333%,30.7616666667%,34.0716666667%,13.3866666667%,5.87833333333%,6
,FRIES R,2.69,23.08%,37.81%,26.8766666667%,9.43666666667%,2.79666666667%,3
,KAMON T,2.53,18.26%,33.04%,34.78%,11.3%,2.61%,1
,KOCHAROVSKY V,2.4,16.6025%,28.11%,39.7075%,10.5325%,5.0475%,4
,MAHAPATRA R,2.64,23.745%,34.41%,27.47%,10.82%,3.55%,2
,MELCONIAN D,2.47,19.8775%,29.4375%,32.4725%,13.93%,4.285%,4
,MIODUSZEWSKI S,2.6,18.9666666667%,35.3533333333%,35.1166666667%,7.48333333333%,3.08%,3
,PERRY J,2.49,12.855%,40.655%,35.355%,6.905%,4.23%,2
,ROGACHEV G,2.31,15.0%,28.0%,41.0%,9.5%,6.5%,2
,ROSE S,2.51,19.055%,33.71%,31.295%,9.675%,6.265%,2
,ROSS J,2.33,13.2866666667%,30.5%,36.8033333333%,15.7433333333%,3.66666666667%,3
,SAFONOV A,2.35,18.9666666667%,24.3666666667%,36.85%,13.7133333333%,6.1%,3
,SEZGIN E,2.32,12.9566666667%,26.9833333333%,42.2133333333%,14.3833333333%,3.46333333333%,3
,SOKOLOV A,2.34,15.79%,23.16%,38.95%,22.11%,0.0%,1
,STIEGLER T,2.42,15.17%,31.355%,37.26%,10.9%,5.305%,2
,STRIGARI L,2.36,17.65%,26.47%,33.33%,20.59%,1.96%,1
,TEIZER W,2.36,15.22%,26.42%,41.75%,11.87%,4.745%,2
,ULMER K,2.34,13.68%,26.625%,43.295%,12.84%,3.56%,2
,WEBB R,2.63,16.055%,42.75%,32.755%,5.65%,2.785%,2
,WU W,2.51,22.8433333333%,30.1066666667%,28.0333333333%,13.3466666667%,5.67%,3
,YOUNGBLOOD D,1.65,2.91%,25.24%,33.01%,10.68%,28.16%,1
,ZUBAIRY M,2.69,21.62%,31.08%,40.54%,6.76%,0.0%,1
,,,,,,,
PHYS-221,,,,,,,
,FRY E,2.64,26.665%,27.17%,32.4975%,10.605%,3.0625%,4
,YOUNGBLOOD D,2.13,11.2533333333%,33.0366666667%,26.95%,14.93%,13.83%,3
,,,,,,,
PHYS-222,,,,,,,
,ADAIR T,3.02,38.8875%,38.33%,16.8075%,4.7475%,1.2325%,4
,HOLT N,2.67,20.83%,37.5%,33.33%,4.17%,4.17%,1
,SARIBAEV L,2.81,25.0%,43.75%,18.75%,12.5%,0.0%,1
,SCHUESSLER H,2.86,24.44%,46.67%,18.89%,10.0%,0.0%,1
,VAN D,2.64,21.43%,42.86%,21.43%,7.14%,7.14%,1
,YEAGER S,3.0,30.43%,39.13%,30.43%,0.0%,0.0%,1
,YOUNGBLOOD D,2.23,11.285%,30.0%,38.715%,10.0%,10.0%,2
,,,,,,,
PHYS-225,,,,,,,
,DEPOY D,3.79,85.0%,12.5%,0.0%,0.0%,2.5%,1
,WU W,2.34,19.0666666667%,37.79%,21.8%,11.4666666667%,9.88%,3
,,,,,,,
PHYS-285,,,,,,,
,FORD L,3.86,87.5542857143%,11.2542857143%,1.19%,0.0%,0.0%,7
,,,,,,,
PHYS-302,,,,,,,
,ABANOV A,3.16,34.38%,53.13%,9.38%,0.0%,3.13%,1
,BELYANIN A,2.58,22.58%,38.71%,16.13%,19.35%,3.23%,1
,WEIMER M,2.98,42.86%,19.05%,30.95%,7.14%,0.0%,1
,,,,,,,
PHYS-303,,,,,,,
,ABANOV A,3.0,39.13%,34.78%,17.39%,4.35%,4.35%,1
,BELYANIN A,3.06,37.39%,37.39%,20.87%,2.175%,2.175%,2
,WEIMER M,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-304,,,,,,,
,AGNOLET G,2.63,17.5%,40.0%,32.5%,7.5%,2.5%,1
,GAGLIARDI C,2.52,19.245%,35.895%,28.215%,10.805%,5.85%,2
,,,,,,,
PHYS-305,,,,,,,
,AGNOLET G,2.65,24.14%,31.03%,31.03%,13.79%,0.0%,1
,GAGLIARDI C,2.96,28.9533333333%,45.94%,17.1966666667%,7.90333333333%,0.0%,3
,,,,,,,
PHYS-309,,,,,,,
,KWIATKOWSKI A,2.66,17.14%,42.86%,31.43%,5.71%,2.86%,1
,LEE D,3.38,47.0866666667%,43.8066666667%,9.10333333333%,0.0%,0.0%,3
,,,,,,,
PHYS-327,,,,,,,
,MAHAPATRA R,3.76,79.5%,16.5%,4.0%,0.0%,0.0%,2
,,,,,,,
PHYS-331,,,,,,,
,KO C,2.51,22.59%,31.13%,29.7933333333%,7.70666666667%,8.78%,3
,SEZGIN E,2.17,17.14%,22.86%,34.29%,11.43%,14.29%,1
,,,,,,,
PHYS-332,,,,,,,
,KO C,2.68,31.2366666667%,23.5333333333%,31.0333333333%,10.5033333333%,3.68666666667%,3
,,,,,,,
PHYS-401,,,,,,,
,CHIN S,2.95,37.84%,37.84%,13.51%,2.7%,8.11%,1
,KATZGRABER H,3.1,40.035%,38.405%,15.035%,4.35%,2.175%,2
,RAPP R,3.19,43.75%,37.5%,12.5%,6.25%,0.0%,1
,,,,,,,
PHYS-408,,,,,,,
,ALLEN R,3.1,42.86%,38.1%,9.52%,4.76%,4.76%,1
,WEIMER M,3.6,66.25%,27.5%,6.25%,0.0%,0.0%,2
,,,,,,,
PHYS-412,,,,,,,
,AGNOLET G,2.61,25.7933333333%,21.71%,39.7566666667%,12.74%,0.0%,3
,GAGLIARDI C,2.46,20.51%,28.21%,33.33%,12.82%,5.13%,1
,,,,,,,
PHYS-414,,,,,,,
,AGNOLET G,2.84,23.825%,45.59%,24.705%,2.94%,2.94%,2
,GAGLIARDI C,2.56,33.33%,22.22%,11.11%,33.33%,0.0%,1
,,,,,,,
PHYS-425,,,,,,,
,NAUGLE D,3.39,52.6025%,33.53%,13.8675%,0.0%,0.0%,4
,,,,,,,
PHYS-426,,,,,,,
,SOKOLOV A,3.7,79.55%,12.6066666667%,5.88333333333%,1.96%,0.0%,3
,,,,,,,
PHYS-444,,,,,,,
,ROSHCHIN I,3.45,54.55%,36.36%,9.09%,0.0%,0.0%,1
,WELCH G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-445,,,,,,,
,ROSHCHIN I,3.78,77.78%,22.22%,0.0%,0.0%,0.0%,1
,WELCH G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-485,,,,,,,
,AGNOLET G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
PHYS-489,,,,,,,
,MAHAPATRA R,3.38,57.51%,32.09%,5.435%,0.82%,4.155%,2
,ROSS J,3.37,56.41%,32.05%,7.69%,0.0%,3.845%,2
,,,,,,,
PHYS-491,,,,,,,
,MAHAPATRA R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,TRIBBLE R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,YENNELLO S,3.5,87.5%,0.0%,0.0%,0.0%,12.5%,1
,,,,,,,
PHYS-601,,,,,,,
,ABANOV A,3.43,57.14%,28.57%,14.29%,0.0%,0.0%,1
,CHIN S,3.25,38.675%,48.075%,13.245%,0.0%,0.0%,2
,FRIES R,3.71,70.59%,29.41%,0.0%,0.0%,0.0%,1
,ZHELTIKOV A,3.84,83.89%,16.11%,0.0%,0.0%,0.0%,2
,,,,,,,
PHYS-603,,,,,,,
,POPE C,3.4,53.45%,33.5725%,12.9775%,0.0%,0.0%,4
,,,,,,,
PHYS-606,,,,,,,
,ALLEN R,3.45,45.0%,55.0%,0.0%,0.0%,0.0%,1
,FRIES R,3.6,71.53%,22.915%,0.0%,5.555%,0.0%,2
,ZHELTIKOV A,3.88,88.24%,11.76%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-607,,,,,,,
,POKROVSKY V,3.52,58.3333333333%,35.7133333333%,5.95%,0.0%,0.0%,3
,,,,,,,
PHYS-611,,,,,,,
,DUTTA B,3.61,69.57%,21.74%,8.7%,0.0%,0.0%,1
,POPE C,3.22,43.48%,34.78%,21.74%,0.0%,0.0%,1
,,,,,,,
PHYS-615,,,,,,,
,BECKER K,3.69,68.955%,31.045%,0.0%,0.0%,0.0%,2
,,,,,,,
PHYS-616,,,,,,,
,BECKER K,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
PHYS-617,,,,,,,
,ROSS J,3.45,45.45%,54.55%,0.0%,0.0%,0.0%,1
,WEIMER M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
PHYS-619,,,,,,,
,KATZGRABER H,3.94,94.445%,5.555%,0.0%,0.0%,0.0%,2
,,,,,,,
PHYS-624,,,,,,,
,ALLEN R,3.59,59.38%,40.63%,0.0%,0.0%,0.0%,1
,ZHELTIKOV A,3.95,95.45%,4.55%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-625,,,,,,,
,MELCONIAN D,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,RAPP R,3.4,53.335%,33.335%,13.335%,0.0%,0.0%,2
,,,,,,,
PHYS-627,,,,,,,
,KAMON T,3.76,83.335%,9.525%,7.145%,0.0%,0.0%,2
,,,,,,,
PHYS-631,,,,,,,
,FINKELSTEIN A,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-634,,,,,,,
,DUTTA B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
PHYS-638,,,,,,,
,DUTTA B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
PHYS-644,,,,,,,
,DUTTA B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-647,,,,,,,
,POPE C,3.82,90.91%,0.0%,9.09%,0.0%,0.0%,1
,,,,,,,
PHYS-648,,,,,,,
,ZUBAIRY M,3.32,55.0675%,34.8825%,2.94%,1.47%,5.6375%,4
,,,,,,,
PHYS-649,,,,,,,
,BELYANIN A,3.65,64.88%,35.12%,0.0%,0.0%,0.0%,2
,,,,,,,
PHYS-654,,,,,,,
,NANOPOULOS D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-666,,,,,,,
,WELCH G,3.68,71.18%,25.695%,3.125%,0.0%,0.0%,4
,WHITE J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-674,,,,,,,
,ZUBAIRY M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PHYS-689,,,,,,,
,ABANOV A,3.43,56.51%,29.76%,13.73%,0.0%,0.0%,3
,BECKER K,3.68,68.18%,31.82%,0.0%,0.0%,0.0%,1
,BECKER M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,FRIES R,3.36,52.0%,36.0%,8.0%,4.0%,0.0%,1
,KATTAWAR G,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,LEE D,3.91,90.91%,9.09%,0.0%,0.0%,0.0%,1
,NANOPOULOS D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,POKROVSKY V,3.38,51.39%,35.5133333333%,13.0966666667%,0.0%,0.0%,3
,POPE C,3.39,52.17%,34.78%,13.04%,0.0%,0.0%,1
,SAFONOV A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,SCHUESSLER H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,SEZGIN E,3.7,80.0%,10.0%,10.0%,0.0%,0.0%,2
,SINOVA J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,SOKOLOV A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,ZHELTIKOV A,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,,,,,,,
SCEN-201,,,,,,,
,WHITFIELD J,3.85,91.1285714286%,4.74%,3.09%,0.414285714286%,0.631428571429%,7
,,,,,,,
SCEN-689,,,,,,,
,ZORAN M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
STAT-201,,,,,,,
,DABNEY A,2.77,21.31%,44.23%,26.825%,5.365%,2.275%,2
,GODDARD S,2.65,22.22%,37.5%,27.78%,8.33%,4.17%,1
,GUPTA K,3.03,41.56%,32.47%,14.29%,10.39%,1.3%,1
,JENNINGS E,3.28,55.15%,27.21%,11.03%,3.68%,2.94%,1
,JEONG J,2.97,29.17%,43.06%,23.61%,4.17%,0.0%,1
,LIU S,2.41,22.03%,25.42%,32.2%,11.86%,8.47%,1
,MANUEL C,2.92,22.81%,47.37%,28.95%,0.88%,0.0%,1
,MIAO J,3.14,48.0%,30.0%,12.0%,8.0%,2.0%,1
,PEISKEE J,3.46,60.4%,27.72%,10.89%,0.0%,0.99%,1
,PHILBIN R,2.98,31.9%,41.32%,21.0966666667%,4.24333333333%,1.43333333333%,3
,TORNO N,2.71,24.14%,39.08%,24.14%,9.2%,3.45%,1
,,,,,,,
STAT-211,,,,,,,
,AKLEMAN D,2.65,18.75%,41.41%,29.69%,6.25%,3.91%,1
,CUMMINGS S,2.87,26.67%,46.67%,16.67%,6.67%,3.33%,1
,DABNEY A,2.77,22.56%,41.15%,28.8966666667%,5.29666666667%,2.10333333333%,3
,DAHM F,2.64,19.415%,36.815%,34.76%,6.665%,2.345%,2
,GAYNANOVA I,2.81,28.265%,36.18%,25.49%,7.955%,2.115%,2
,HART J,2.63,17.78%,36.67%,38.89%,4.44%,2.22%,1
,HATFIELD L,2.69,24.2254545455%,35.2145454545%,29.3618181818%,7.65%,3.55090909091%,11
,JEONG J,2.87,28.95%,38.16%,25.0%,6.58%,1.32%,1
,JUN M,2.48,14.1875%,37.12%,34.1775%,10.93%,3.585%,4
,KATZFUSS M,2.53,21.3033333333%,33.31%,26.5966666667%,14.9066666667%,3.88333333333%,3
,LONG J,2.65,20.48%,37.7175%,29.8425%,9.9275%,2.035%,4
,MA Y,2.55,20.28%,30.89%,35.61%,10.14%,3.08%,2
,SANG H,2.92,27.86%,40.7233333333%,27.3233333333%,3.41666666667%,0.68%,3
,SHIN M,3.51,66.67%,21.33%,9.33%,1.33%,1.33%,1
,SPIEGELMAN C,2.89,31.08%,37.84%,22.97%,5.41%,2.7%,1
,WANG Y,3.36,43.59%,51.28%,2.56%,2.56%,0.0%,1
,WIJESURIYA U,2.73,25.195%,32.63%,30.755%,8.295%,3.125%,2
,YI S,2.76,21.815%,40.655%,31.665%,3.685%,2.17%,2
,ZHANG X,3.11,36.92%,46.15%,9.23%,6.15%,1.54%,1
,,,,,,,
STAT-212,,,,,,,
,CLINE D,2.81,26.615%,36.775%,29.61%,4.65%,2.35%,2
,DAHM F,2.73,17.334%,45.404%,30.574%,4.354%,2.332%,5
,HART J,3.24,40.245%,45.77%,11.94%,1.37%,0.685%,2
,POURAHMADI M,2.82,20.59%,44.12%,32.35%,2.94%,0.0%,1
,TOBY E,3.07,33.36%,42.165%,22.58%,1.895%,0.0%,2
,WANG S,3.03,35.14%,39.19%,18.92%,6.76%,0.0%,1
,,,,,,,
STAT-301,,,,,,,
,NIKOOIENEJAD A,2.77,27.4%,39.73%,19.18%,9.59%,4.11%,1
,RAHMAN S,2.91,27.485%,43.775%,21.355%,6.85%,0.53%,2
,SUBBARAO S,2.86,25.885%,40.81%,26.49%,6.8175%,0.0%,4
,,,,,,,
STAT-302,,,,,,,
,BHATTACHARYA A,3.02,39.1233333333%,33.2566666667%,20.04%,5.27666666667%,2.3%,3
,CHAKRABORTY A,2.97,37.7166666667%,28.2733333333%,29.0%,4.33666666667%,0.676666666667%,3
,DAS K,2.46,13.79%,33.62%,40.52%,8.62%,3.45%,1
,DE D,2.98,32.41%,36.11%,29.63%,0.93%,0.93%,1
,GREGORY K,2.8,25.45%,40.91%,22.73%,10.0%,0.91%,1
,HE K,2.87,30.91%,40.0%,16.36%,10.91%,1.82%,1
,JEONG J,3.06,35.58%,41.35%,18.27%,2.88%,1.92%,1
,KOLODZIEJ E,3.0,33.6%,33.99%,29.64%,0.4%,2.37%,1
,LEE H,2.78,21.95%,39.02%,36.59%,0.0%,2.44%,1
,LIANG H,2.78,29.1425%,36.005%,22.33%,8.77%,3.7525%,4
,MARTIN P,2.93,27.73%,47.06%,18.49%,4.2%,2.52%,1
,PAYNE R,2.94,32.35%,36.47%,25.88%,3.53%,1.76%,1
,QU Y,3.29,47.95%,34.25%,16.44%,1.37%,0.0%,1
,SARKAR A,2.92,37.11%,32.99%,20.62%,6.19%,3.09%,1
,SEEM E,2.62,27.03%,30.41%,24.32%,14.19%,4.05%,1
,SHEATHER S,3.07,35.4566666667%,41.2766666667%,19.4766666667%,2.35333333333%,1.44%,3
,SHERMAN M,2.86,21.0733333333%,50.3166666667%,23.67%,3.74666666667%,1.19666666667%,3
,SHIN Y,2.73,23.33%,43.33%,20.0%,10.0%,3.33%,1
,SINHA S,2.91,30.802%,36.092%,26.782%,4.254%,2.068%,5
,SONG Q,3.08,37.29%,35.59%,25.42%,1.69%,0.0%,1
,SUN Z,2.9,31.17%,36.36%,24.68%,6.49%,1.3%,1
,TOBY E,2.86,32.7066666667%,30.0833333333%,29.4266666667%,6.31%,1.48%,3
,WEHRLY T,2.98,32.605%,41.055%,20.51%,3.685%,2.14%,2
,ZHANG B,2.98,33.695%,35.2%,26.245%,4.855%,0.0%,2
,ZHOU L,2.78,28.03%,33.958%,27.73%,8.646%,1.636%,5
,,,,,,,
STAT-303,,,,,,,
,CHEN W,2.59,22.1666666667%,31.01%,33.17%,10.8433333333%,2.80666666667%,3
,CHOWN J,2.4,15.38%,34.62%,30.77%,12.82%,6.41%,1
,CLINE D,2.3,10.42%,35.42%,36.46%,9.38%,8.33%,1
,GODDARD S,2.62,18.37%,37.41%,34.01%,8.16%,2.04%,1
,GUPTA K,3.23,46.15%,30.77%,23.08%,0.0%,0.0%,1
,HAGEN J,2.66,15.7357142857%,42.33%,36.2142857143%,3.92714285714%,1.79571428571%,7
,HART J,2.7,14.76%,49.195%,28.37%,6.605%,1.075%,2
,KOLODZIEJ E,2.47,13.23%,32.93%,43.655%,7.7%,2.485%,2
,LEE H,2.79,17.65%,47.06%,32.35%,2.94%,0.0%,1
,MANUEL C,3.2,41.71%,40.97%,14.69%,1.315%,1.315%,2
